spotify_id,name,followers,popularity,genres,chart_hits,simplified_genres,main_genre
4lDiJcOJ2GLCK6p9q5BgfK,Kontra K,1999676.0,72,"['christlicher rap', 'german hip hop']","['at (44)', 'de (111)', 'lu (22)', 'ch (31)', 'vn (1)']","['Hip-Hop', 'Hip-Hop']",Hip-Hop
5qBZETtyzfYnXOobDXbmcD,Danny Elfman,327256.0,63,"['orchestral soundtrack', 'soundtrack']","['pl (2)', 'pt (2)', 'tw (1)']","['Other', 'Other']",Other
3xs0LEzcPXtgNfMNcHzLIP,Rockwell,40344.0,58,[],"['us (1)', 'gb (1)', 'at (1)', 'be (1)', 'ca (1)', 'ee (1)', 'de (1)', 'is (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'sk (1)']",[],Other
2NUz5P42WqkxilbI8ocN76,Vybz Kartel,1026598.0,63,"['dancehall', 'jamaican dancehall', 'reggae fusion']","['cr (3)', 'pa (1)']","['Reggae', 'Reggae', 'Jazz']",Reggae
4Lm0pUvmisUHMdoky5ch2I,Apocalyptica,864846.0,60,"['alternative metal', 'bow pop', 'cello', 'finnish metal', 'nu metal']",['fi (2)'],"['Metal', 'Pop', 'Other', 'Metal', 'Metal']",Metal
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,36163788.0,88,"['dance pop', 'pop', 'uk pop']","['us (17)', 'gb (25)', 'ar (18)', 'au (20)', 'at (14)', 'be (23)', 'bo (10)', 'br (18)', 'bg (24)', 'ca (19)', 'cl (16)', 'co (18)', 'cr (18)', 'cy (21)', 'cz (17)', 'dk (17)', 'do (9)', 'ec (9)', 'eg (13)', 'sv (19)', 'ee (24)', 'fi (22)', 'fr (12)', 'de (14)', 'gr (22)', 'gt (12)', 'hn (18)', 'hk (19)', 'hu (24)', 'is (12)', 'in (6)', 'id (13)', 'ie (24)', 'il (12)', 'it (11)', 'jp (9)', 'lv (18)', 'lt (24)', 'lu (20)', 'my (16)', 'mt (20)', 'mx (18)', 'ma (6)', 'nl (20)', 'nz (19)', 'ni (18)', 'no (16)', 'pa (15)', 'py (9)', 'pe (16)', 'ph (18)', 'pl (23)', 'pt (21)', 'ro (18)', 'ru (6)', 'sa (10)', 'sg (21)', 'sk (23)', 'za (5)', 'kr (6)', 'es (18)', 'se (14)', 'ch (14)', 'tw (18)', 'th (11)', 'tr (12)', 'ua (6)', 'ae (15)', 'uy (15)', 'vn (19)']","['Pop', 'Pop', 'Pop']",Pop
0SIXZXJCAhNU8sxK0qm7hn,Stefanie Sun,561300.0,57,"['c-pop', 'mandopop', 'singaporean mandopop', 'singaporean pop', 'singaporean singer-songwriter']","['hk (2)', 'sg (3)', 'tw (36)']","['Pop', 'Pop', 'Pop', 'Pop', 'Other']",Pop
2sjnyyL9NXijL3Fr2eLikf,Aspova,339292.0,57,"['turkish hip hop', 'turkish trap pop']",['tr (12)'],"['Hip-Hop', 'Pop']",Hip-Hop
4JNo6Q5KdcRf1vtSX9mB0S,João Gomes,4122782.0,74,['arrocha'],"['br (16)', 'py (1)', 'pt (1)']",['Other'],Other
5Matrg5du62bXwer29cU5T,Benny The Butcher,266547.0,64,"['boom bap', 'buffalo hip hop', 'hip hop', 'rap', 'upstate ny rap']","['us (1)', 'ca (1)', 'za (1)']","['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
4e0nWw2r4BoQSKPQ2zpU13,Ray Dalton,39139.0,71,['uk pop'],"['at (1)', 'be (1)', 'fr (1)', 'de (1)', 'lu (1)', 'pl (1)', 'sk (1)', 'ch (1)']",['Pop'],Pop
1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,774079.0,56,"['opm', 'pinoy indie', 'pinoy rock']",['ph (2)'],"['Other', 'Other', 'Rock']",Rock
4RA4PC3WHM9OHZLExirTcU,APO Hiking Society,619169.0,56,"['classic opm', 'opm']",['ph (2)'],"['Other', 'Other']",Other
2AZOALDIBORfbzKTuliwdJ,Cristian Castro,2620684.0,69,"['latin arena pop', 'latin pop']","['ar (1)', 'mx (1)']","['Pop', 'Pop']",Pop
3V79CTgRnsDdJSTqKitROv,Nobuo Uematsu,264682.0,61,"['anime score', 'chiptune', 'final fantasy', 'japanese classical', 'japanese vgm', 'orchestral soundtrack', 'video game music']",['sa (1)'],"['Other', 'Other', 'Other', 'Classical', 'Other', 'Other', 'Other']",Classical
7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,1351452.0,64,"['chill r&b', 'dance pop', 'pop', 'pop r&b', 'r&b', 'rap', 'urban contemporary']","['cy (1)', 'id (1)', 'lt (1)', 'mt (1)', 'no (1)']","['R&B', 'Pop', 'Pop', 'R&B', 'R&B', 'Hip-Hop', 'Other']",R&B
6HHje5tfmzWK8PsSaoJ9Xp,SAMSONS,887275.0,57,"['indonesian pop', 'indonesian pop rock']","['id (3)', 'my (1)']","['Pop', 'Rock']",Pop
4XC335ouK6pXyq4QiIb8bP,Eliza Rose,12038.0,69,[],"['gb (2)', 'au (2)', 'at (1)', 'be (1)', 'cy (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'de (1)', 'is (1)', 'ie (2)', 'lv (1)', 'lt (2)', 'lu (1)', 'nl (1)', 'nz (1)', 'no (1)', 'sk (1)', 'se (1)', 'ch (1)']",[],Other
0LyOADBjj28cbvJWTXUEGA,Loren Allred,111839.0,58,"['deep talent show', 'hollywood', 'movie tunes']","['us (1)', 'gb (2)', 'au (2)', 'at (1)', 'cz (1)', 'do (1)', 'ee (1)', 'hk (2)', 'hu (1)', 'is (1)', 'id (2)', 'ie (2)', 'jp (2)', 'my (2)', 'mt (2)', 'mx (1)', 'nz (1)', 'no (1)', 'pa (1)', 'ph (2)', 'pt (1)', 'sg (2)', 'es (1)', 'se (1)', 'tw (2)']","['Other', 'Other', 'Other']",Other
3JCyEziWwDZksR1WY8EckM,Darío Gómez,444728.0,58,"['classic colombian pop', 'folclor colombiano', 'musica popular colombiana']",['co (6)'],"['Pop', 'Other', 'Other']",Pop
6Xg22wJOAcnvPUfk5WvODH,JEON SOYEON,626827.0,56,['k-pop'],['kr (1)'],['Pop'],Pop
70x9rYb58QCNNeNxuO3StS,Bruno & Barretto,2455856.0,60,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (1)'],"['Other', 'Pop', 'Other']",Pop
1tKrZaph4cLsnEdqC5BNEQ,Clayton & Romário,101804.0,67,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (3)'],"['Other', 'Other', 'Pop', 'Other']",Pop
15tTVhFpH8EFXeDgO9xkRO,Trey Lewis,78275.0,56,"['contemporary country', 'country pop']",['us (1)'],"['Country', 'Pop']",Country
2tY2GFdhH0Wa2VBvsxew5X,Alex Ubago,1928777.0,64,"['latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']","['ar (2)', 'co (1)', 'mx (1)', 'es (1)']","['Pop', 'Pop', 'Pop', 'Rock']",Pop
3VQDqjQ4wJyw8PzpGdlZpB,Colde,319488.0,56,"['chill r&b', 'korean r&b']",['kr (1)'],"['R&B', 'R&B']",R&B
6LBCQo20ri3tsvbsWWLmr6,Powderfinger,396457.0,57,"['australian alternative rock', 'australian pop', 'australian rock', 'pop rock']",['au (1)'],"['Rock', 'Pop', 'Rock', 'Rock']",Rock
7wU2WGCJ8HxkekHHE2QLul,Fuego,253571.0,67,"['latin hip hop', 'rap dominicano', 'reggaeton', 'reggaeton flow', 'trap latino']","['ar (3)', 'bo (2)', 'cl (2)', 'co (3)', 'cr (2)', 'do (4)', 'ec (3)', 'sv (2)', 'fr (1)', 'gt (2)', 'hn (2)', 'it (1)', 'lu (1)', 'mx (1)', 'ni (2)', 'pa (3)', 'py (2)', 'pe (2)', 'es (6)', 'uy (4)']","['Hip-Hop', 'Other', 'Latin', 'Other', 'Other']",Hip-Hop
2l35CQqtYRh3d8ZIiBep4v,MKTO,995449.0,66,"['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'uk pop']","['us (3)', 'gb (2)', 'au (5)', 'at (1)', 'be (2)', 'bo (1)', 'br (2)', 'bg (2)', 'ca (3)', 'cl (1)', 'co (1)', 'cr (1)', 'cz (3)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (2)', 'fi (2)', 'fr (1)', 'de (1)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (3)', 'hu (3)', 'is (2)', 'ie (2)', 'it (2)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (4)', 'mt (2)', 'nl (3)', 'nz (5)', 'ni (1)', 'no (3)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (3)', 'pl (2)', 'pt (2)', 'sg (3)', 'sk (2)', 'za (1)', 'se (3)', 'ch (3)', 'tw (3)', 'tr (3)', 'ae (1)', 'uy (1)']","['Pop', 'Pop', 'Hip-Hop', 'Rock', 'Pop', 'Pop']",Pop
62nVRNDLaS8m1p31F6omGw,José Madero,301455.0,62,['mexican indie'],"['bo (1)', 'ec (1)', 'mx (2)']",['Other'],Other
6TYimByryGphZCtwYopH0y,Lauana Prado,2705362.0,69,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (7)'],"['Other', 'Pop', 'Other']",Pop
0AtQAehoytV7j1r4O16dRb,Cooper Alan,251538.0,57,[],['no (1)'],[],Other
5tG5dl5mS2wB5w72YBpsyg,Herbert Grönemeyer,629217.0,57,"['german pop', 'german rock', 'liedermacher']",['de (1)'],"['Pop', 'Rock', 'Other']",Pop
3jPN2U65cMPzvozEBue5zp,SIDARTA,31493.0,60,"['greek pop', 'greek trap']","['cy (3)', 'gr (5)']","['Pop', 'Hip-Hop']",Pop
7BGR8y1VZAWK2oR4zD9COr,Protoje,335321.0,58,"['dancehall', 'modern reggae']",['cr (2)'],"['Reggae', 'Reggae']",Reggae
04MtOUkmIDC4LAxDDBjrOY,Andre Hazes,624155.0,60,"['dutch pop', 'dutch rock', 'levenslied', 'nederpop']",['nl (3)'],"['Pop', 'Rock', 'Other', 'Pop']",Pop
2bdcBjvuI9worc472GbeU0,Samuel Kim,255766.0,65,['anime lo-fi'],"['cz (1)', 'hu (1)', 'sk (1)']",['Other'],Other
23fqKkggKUBHNkbKtXEls4,Kygo,8134874.0,80,"['edm', 'pop', 'pop dance', 'tropical house']","['us (28)', 'gb (24)', 'ar (9)', 'au (24)', 'at (35)', 'be (28)', 'bo (10)', 'br (11)', 'bg (26)', 'ca (36)', 'cl (10)', 'co (10)', 'cr (10)', 'cy (23)', 'cz (36)', 'dk (35)', 'do (10)', 'ec (10)', 'eg (4)', 'sv (10)', 'ee (36)', 'fi (37)', 'fr (21)', 'de (31)', 'gr (25)', 'gt (12)', 'hn (12)', 'hk (23)', 'hu (38)', 'is (21)', 'in (9)', 'id (21)', 'ie (31)', 'il (11)', 'it (17)', 'jp (13)', 'lv (32)', 'lt (39)', 'lu (31)', 'my (24)', 'mt (30)', 'mx (10)', 'ma (3)', 'nl (34)', 'nz (21)', 'ni (9)', 'no (64)', 'pa (13)', 'py (10)', 'pe (9)', 'ph (21)', 'pl (25)', 'pt (24)', 'ro (14)', 'sa (5)', 'sg (25)', 'sk (42)', 'za (14)', 'kr (3)', 'es (14)', 'se (46)', 'ch (44)', 'tw (31)', 'th (13)', 'tr (12)', 'ua (1)', 'ae (6)', 'uy (9)', 'vn (12)', 'ad (1)']","['Electronic', 'Pop', 'Other', 'Electronic']",Electronic
5rI6C5mJm6GYXbGHhpHTu9,Attaque 77,479470.0,57,"['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",['ar (1)'],"['Rock', 'Rock', 'Other', 'Rock', 'Other', 'Other']",Rock
6SsTlCsuCYleNza6xGwynu,Agnes,118389.0,56,"['dance pop', 'electropop', 'europop', 'swedish electropop', 'swedish idol pop', 'swedish pop']",['se (7)'],"['Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop']",Pop
7cEaNXXTHx3LokbjUUyHal,BIG Naughty,175577.0,59,[],['kr (7)'],[],Other
1WgXqy2Dd70QQOU7Ay074N,AURORA,2426951.0,73,"['art pop', 'norwegian pop']","['us (1)', 'gb (2)', 'ar (1)', 'au (1)', 'at (3)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (2)', 'fi (1)', 'fr (1)', 'de (3)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'in (1)', 'id (1)', 'ie (2)', 'il (1)', 'it (1)', 'lv (2)', 'lt (3)', 'lu (1)', 'my (1)', 'mx (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (19)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (2)', 'za (1)', 'kr (1)', 'es (2)', 'se (1)', 'ch (1)', 'tw (1)', 'th (1)', 'tr (1)', 'ua (2)', 'ae (1)', 'uy (1)', 'vn (2)']","['Pop', 'Pop']",Pop
7h1amg0X7Q5d0D5KfuyKTg,Pyrex,29130.0,57,"['italian hip hop', 'trap italiana']",['it (3)'],"['Hip-Hop', 'Other']",Hip-Hop
0cbL6CYnRqpAxf1evwUVQD,Die Ärzte,871401.0,65,"['german alternative rock', 'german pop', 'german punk', 'german rock']","['at (1)', 'de (11)']","['Rock', 'Pop', 'Rock', 'Rock']",Rock
7JthQ6zwNzfxRfIEjp6wUs,HIRAIDAI,1205276.0,66,"['j-pop', 'japanese singer-songwriter', 'japanese teen pop']",['jp (34)'],"['Pop', 'Other', 'Pop']",Pop
08ZqXO40nMrhBoGma4kls2,SyKo,117715.0,58,['glitchcore'],"['bg (1)', 'ee (1)', 'lv (1)', 'lt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'ua (1)', 'ae (1)']",['Other'],Other
0FEJqmeLRzsXj8hgcZaAyB,Indila,953840.0,68,['french pop'],"['be (3)', 'bg (4)', 'eg (1)', 'ee (1)', 'fr (4)', 'de (1)', 'gr (2)', 'lu (1)', 'ma (1)', 'nl (2)', 'no (1)', 'pl (2)', 'sa (2)', 'sk (1)', 'ch (1)', 'tr (2)', 'ae (1)']",['Pop'],Pop
7EK1bQADBoqbYXnT4Cqv9w,John Denver,1646622.0,67,"['classic country pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']","['gb (1)', 'be (2)', 'ca (2)', 'ee (1)', 'hu (2)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (2)', 'mt (2)', 'nl (1)', 'pl (1)', 'th (1)']","['Pop', 'Folk', 'Rock', 'Other', 'Other', 'Rock']",Rock
24BYRlsS8uIO4jA71mJ4Js,Imran Khan,1500980.0,63,"['desi hip hop', 'desi pop', 'desi trap', 'modern bollywood', 'pakistani hip hop']","['in (3)', 'sa (1)']","['Hip-Hop', 'Pop', 'Hip-Hop', 'Other', 'Hip-Hop']",Hip-Hop
5nPOO9iTcrs9k6yFffPxjH,Röyksopp,785861.0,62,"['alternative dance', 'downtempo', 'electronica', 'electropop', 'trip hop']","['au (1)', 'cz (1)', 'ee (1)', 'fi (1)', 'gr (2)', 'hu (1)', 'lt (2)', 'no (14)', 'se (2)', 'tw (1)']","['Other', 'Other', 'Other', 'Pop', 'Other']",Pop
5snNHNlYT2UrtZo5HCJkiw,Epik High,630279.0,56,"['k-pop', 'k-rap', 'korean old school hip hop', 'korean pop']","['hk (2)', 'id (1)', 'my (5)', 'sg (3)', 'kr (5)', 'tw (5)', 'th (1)', 'vn (2)']","['Pop', 'Hip-Hop', 'Hip-Hop', 'Pop']",Pop
64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,6287949.0,68,['turkish pop'],['tr (38)'],['Pop'],Pop
2FgZrgTMX6Sk0VNcOsEPmm,Punch,262950.0,62,"['k-pop', 'korean pop']",['tw (1)'],"['Pop', 'Pop']",Pop
0rEuaTPLMhlViNCJrg3NEH,Beast In Black,201836.0,60,"['finnish heavy metal', 'finnish power metal', 'melodic metal', 'power metal']",['fi (6)'],"['Metal', 'Metal', 'Metal', 'Metal']",Metal
2BTS8Np1YzPQuXjgdlqsBB,Emanero,60564.0,59,"['argentine hip hop', 'rap conciencia', 'rap underground argentino']","['ar (1)', 'bo (1)', 'ec (1)', 'py (1)', 'uy (1)']","['Hip-Hop', 'Other', 'Other']",Hip-Hop
0Ya43ZKWHTKkAbkoJJkwIB,The Wombats,1005825.0,66,"['liverpool indie', 'modern rock', 'rock']","['us (1)', 'gb (4)', 'au (1)', 'at (1)', 'bo (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'ee (1)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (1)', 'my (1)', 'mt (1)', 'nz (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'ch (1)', 'tw (1)', 'tr (1)']","['Other', 'Rock', 'Rock']",Rock
4YXycRbyyAE0wozTk7QMEq,Matoma,706492.0,66,"['dance pop', 'edm', 'electro house', 'electropop', 'norwegian pop', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']","['us (2)', 'gb (3)', 'ar (1)', 'au (3)', 'at (4)', 'be (4)', 'bo (1)', 'br (1)', 'bg (4)', 'ca (3)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (2)', 'cz (4)', 'dk (5)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (4)', 'fi (12)', 'fr (2)', 'de (4)', 'gr (4)', 'gt (1)', 'hn (1)', 'hk (3)', 'hu (4)', 'is (3)', 'id (3)', 'ie (3)', 'it (4)', 'lv (4)', 'lt (7)', 'lu (4)', 'my (3)', 'mt (4)', 'mx (1)', 'nl (3)', 'nz (2)', 'no (32)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (4)', 'pl (4)', 'pt (3)', 'ro (1)', 'sg (4)', 'sk (4)', 'es (1)', 'se (11)', 'ch (4)', 'tw (5)', 'th (1)', 'tr (2)', 'uy (1)']","['Pop', 'Electronic', 'Electronic', 'Pop', 'Pop', 'Pop', 'Other', 'Electronic', 'Electronic', 'Pop']",Pop
77QIEno3j2L5WkrHkh2OnP,Sir Mich,33369.0,57,['polish hip hop'],['pl (2)'],['Hip-Hop'],Hip-Hop
7qPLO2XOUaRrRxkvLZ3AEK,Zeeba,218502.0,62,"['brazilian edm', 'nova mpb']",['br (2)'],"['Electronic', 'Other']",Electronic
3UwlejyX2b458azZ7eCnHb,HyunA,2002179.0,58,['k-pop'],"['hk (3)', 'my (1)', 'ru (1)', 'sg (2)', 'kr (1)', 'tw (3)', 'th (2)', 'vn (1)']",['Pop'],Pop
0YMeriqrS3zgsX24nfY0F0,The Tragically Hip,849612.0,59,"['canadian indie', 'canadian rock', 'kingston on indie', 'ontario indie', 'rock']",['ca (9)'],"['Other', 'Rock', 'Other', 'Other', 'Rock']",Rock
0r0R5nIjDY04TfxRM10Bcb,Alligatoah,1047227.0,65,['german pop'],"['at (33)', 'de (50)', 'lu (1)', 'ch (2)']",['Pop'],Pop
3hq7WoPJsrRP0KMSLhUgRz,Murilo Huff,365942.0,72,"['arrocha', 'sertanejo pop']",['br (10)'],"['Other', 'Pop']",Pop
5Vo1hnCRmCM6M4thZCInCj,Official HIGE DANdism,4802003.0,70,"['anime', 'anime rock', 'j-pop']","['hk (1)', 'jp (39)', 'my (1)', 'kr (1)', 'tw (2)']","['Other', 'Rock', 'Pop']",Rock
360IAlyVv4PCEVjgyMZrxK,Miguel,4195623.0,77,"['dance pop', 'pop', 'r&b', 'urban contemporary']","['us (10)', 'gb (1)', 'ar (1)', 'au (4)', 'be (3)', 'bg (1)', 'ca (5)', 'cy (1)', 'cz (2)', 'dk (2)', 'ee (1)', 'gr (1)', 'hk (2)', 'hu (1)', 'is (1)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (2)', 'mt (1)', 'mx (1)', 'nl (2)', 'nz (5)', 'pe (1)', 'ph (2)', 'pl (3)', 'pt (1)', 'ro (1)', 'sa (1)', 'sg (2)', 'sk (1)', 'za (2)', 'se (1)', 'ch (2)', 'tw (3)', 'tr (2)']","['Pop', 'Pop', 'R&B', 'Other']",Pop
2vm8GdHyrJh2O2MfbQFYG0,Ingrid Michaelson,780402.0,59,"['acoustic pop', 'ectofolk', 'lilith', 'neo mellow', 'pop rock']","['us (1)', 'at (1)', 'ca (2)', 'cz (1)', 'ee (1)', 'de (1)', 'gr (1)', 'hk (2)', 'hu (1)', 'is (1)', 'ie (1)', 'lv (2)', 'lt (1)', 'my (2)', 'mt (2)', 'ph (2)', 'pl (1)', 'sg (2)', 'sk (1)', 'ch (1)', 'tw (2)', 'tr (1)']","['Pop', 'Folk', 'Other', 'Other', 'Rock']",Pop
5ttgIeUVka6FLyi00Uu5h8,Jauz,373735.0,58,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap', 'pop dance']",['be (1)'],"['Electronic', 'Other', 'Electronic', 'Electronic', 'Hip-Hop', 'Other']",Electronic
2Z9KL8Zmqx5Sg3cd7Fldhl,Olexesh,858401.0,64,"['german drill', 'german hip hop']","['at (31)', 'de (63)', 'lu (2)', 'ch (32)']","['Hip-Hop', 'Hip-Hop']",Hip-Hop
0NIIxcxNHmOoyBx03SfTCD,Tinashe,2440457.0,69,"['alternative r&b', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'rap', 'uk pop', 'urban contemporary']","['us (3)', 'gb (2)', 'au (3)', 'be (3)', 'bg (4)', 'ca (5)', 'cz (3)', 'dk (2)', 'ee (2)', 'de (1)', 'gr (2)', 'hk (3)', 'hu (2)', 'is (2)', 'ie (1)', 'it (1)', 'lv (2)', 'lt (3)', 'my (3)', 'mt (2)', 'nl (1)', 'nz (3)', 'no (2)', 'ph (2)', 'pl (2)', 'sg (3)', 'sk (2)', 'se (1)', 'ch (4)', 'tw (4)', 'tr (2)']","['R&B', 'Pop', 'Pop', 'Other', 'Pop', 'Pop', 'R&B', 'Hip-Hop', 'Pop', 'Other']",Pop
27T030eWyCQRmDyuvr1kxY,Scorpions,5776554.0,72,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']",['cy (4)'],"['Rock', 'Rock', 'Metal', 'Rock', 'Rock', 'Metal', 'Rock']",Rock
66NmU5epI0ONGmdCRbLpmW,Feby Putri,1126780.0,65,['indonesian pop'],"['id (3)', 'my (1)']",['Pop'],Pop
4kYSro6naA4h99UJvo89HB,Cardi B,20361435.0,80,"['dance pop', 'pop', 'rap']","['us (19)', 'gb (17)', 'ar (2)', 'au (16)', 'at (10)', 'be (10)', 'bo (3)', 'br (5)', 'bg (19)', 'ca (19)', 'cl (2)', 'co (4)', 'cr (6)', 'cy (15)', 'cz (9)', 'dk (11)', 'do (14)', 'ec (2)', 'eg (3)', 'sv (5)', 'ee (11)', 'fi (11)', 'fr (7)', 'de (10)', 'gr (16)', 'gt (3)', 'hn (6)', 'hk (10)', 'hu (11)', 'is (17)', 'in (2)', 'id (5)', 'ie (17)', 'il (9)', 'it (6)', 'jp (6)', 'lv (11)', 'lt (12)', 'lu (14)', 'my (8)', 'mt (10)', 'mx (3)', 'ma (3)', 'nl (10)', 'nz (14)', 'ni (5)', 'no (11)', 'pa (7)', 'py (3)', 'pe (4)', 'ph (7)', 'pl (6)', 'pt (10)', 'ro (14)', 'ru (2)', 'sa (3)', 'sg (9)', 'sk (10)', 'za (5)', 'kr (3)', 'es (4)', 'se (11)', 'ch (10)', 'tw (10)', 'th (7)', 'tr (6)', 'ua (2)', 'ae (4)', 'uy (3)', 'vn (5)', 'ad (1)']","['Pop', 'Pop', 'Hip-Hop']",Pop
5qZLYtTL3ldN6Uw7OXHESR,Sa4,241730.0,59,"['deep german hip hop', 'german hip hop', 'german underground rap']","['at (5)', 'de (14)', 'lu (4)', 'ch (5)']","['Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
2GHclqNVjqGuiE5mA7BEoc,Common,833451.0,62,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'neo soul', 'political hip hop', 'rap']","['us (1)', 'be (1)', 'ca (1)', 'dk (1)', 'hk (1)', 'is (1)', 'ie (1)', 'pa (1)', 'pl (1)', 'pt (1)', 'sk (1)']","['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'R&B', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
7DMveApC7UnC2NPfPvlHSU,Cheat Codes,2087675.0,71,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house', 'uk pop']","['us (7)', 'gb (4)', 'ar (3)', 'au (4)', 'at (5)', 'be (5)', 'bo (2)', 'br (3)', 'bg (4)', 'ca (7)', 'cl (2)', 'co (2)', 'cr (2)', 'cy (4)', 'cz (5)', 'dk (3)', 'do (2)', 'ec (2)', 'sv (2)', 'ee (6)', 'fi (5)', 'fr (2)', 'de (3)', 'gr (4)', 'gt (2)', 'hn (2)', 'hk (7)', 'hu (6)', 'is (2)', 'id (7)', 'ie (4)', 'il (1)', 'it (2)', 'jp (1)', 'lv (5)', 'lt (8)', 'lu (4)', 'my (7)', 'mt (4)', 'mx (2)', 'nl (4)', 'nz (4)', 'ni (3)', 'no (8)', 'pa (2)', 'py (2)', 'pe (2)', 'ph (8)', 'pl (7)', 'pt (4)', 'ro (1)', 'sg (9)', 'sk (8)', 'es (2)', 'se (8)', 'ch (6)', 'tw (10)', 'th (6)', 'tr (4)', 'uy (2)', 'vn (2)']","['Pop', 'Electronic', 'Electronic', 'Pop', 'Pop', 'Other', 'Electronic', 'Pop']",Pop
6hyMWrxGBsOx6sWcVj1DqP,Sebastian Ingrosso,938110.0,62,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']","['gb (1)', 'ar (1)', 'au (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'ie (1)', 'it (1)', 'nl (1)', 'no (2)', 'pt (1)', 'sg (1)', 'se (2)']","['Electronic', 'Electronic', 'Other', 'Electronic', 'Electronic']",Electronic
0tzSBCPJZmHTdOA3ZV2mN3,CL,1064466.0,60,['k-pop'],"['bg (1)', 'hk (1)', 'id (2)', 'my (4)', 'ph (1)', 'sg (2)', 'kr (3)', 'tw (3)', 'vn (1)']",['Pop'],Pop
1cUpGtXcSQsovNYEZOQgOG,Nanpa Básico,1834105.0,71,"['colombian hip hop', 'mexican hip hop']","['cl (1)', 'mx (2)']","['Hip-Hop', 'Hip-Hop']",Hip-Hop
3uCu2WgyG0Iw50ylOYDSpH,Maria Gadú,1298862.0,59,"['mpb', 'nova mpb', 'umbanda']",['br (1)'],"['Other', 'Other', 'Other']",Other
