spotify_id,name,followers,popularity,genres,chart_hits,simplified_genres,main_genre
4vQV1LCGBdYAt5rIIPjSFZ,Frank Reyes,557836.0,56,"['bachata', 'bachata dominicana', 'dominican pop', 'tropical']",['do (1)'],"['Latin', 'Other', 'Pop', 'Other']",Latin
3lPQ2Fk5JOwGWAF3ORFCqH,John Mellencamp,1393034.0,66,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",['us (1)'],"['Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Rock', 'Rock', 'Other', 'Rock']",Rock
4Ly0KABsxlx4fNj63zJTrF,Seafret,667199.0,73,['folk-pop'],"['gb (1)', 'ar (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'ca (1)', 'cl (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'de (1)', 'hu (1)', 'id (1)', 'ie (1)', 'il (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pt (1)', 'ro (1)', 'sa (2)', 'sg (1)', 'sk (1)', 'za (1)', 'se (1)', 'ch (1)', 'ae (1)']",['Pop'],Pop
7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,9404731.0,70,"['desi pop', 'filmi', 'hindi hip hop', 'modern bollywood']",['in (12)'],"['Pop', 'Other', 'Hip-Hop', 'Other']",Pop
4Tw0VaV1ENei24iQnktjXj,Alexio,52365.0,56,"['reggaeton flow', 'trap latino']","['ar (2)', 'cl (1)', 'co (1)', 'sv (1)', 'hn (1)', 'py (1)', 'pe (1)', 'uy (1)']","['Other', 'Other']",Other
1c4rxrxy8eDLvMVL1DTiBe,Andra Day,377354.0,57,"['neo soul', 'r&b']","['gb (1)', 'ar (1)', 'ie (1)', 'mx (1)']","['R&B', 'R&B']",R&B
5fJsY7afrbsyzJj9wdzJMh,"Tito ""El Bambino""",3249661.0,68,"['latin hip hop', 'reggaeton', 'trap latino']","['ar (1)', 'cl (4)', 'do (3)', 'ec (3)', 'sv (2)', 'gt (3)', 'hn (2)', 'pa (2)', 'py (3)', 'pe (2)', 'es (8)', 'uy (4)']","['Hip-Hop', 'Latin', 'Other']",Hip-Hop
3IjHX8KZKoeq3X4QgXxqbT,JAY B,486782.0,56,[],['th (2)'],[],Other
6nVcjUJemqpJjc1WevwTvL,La Vela Puerca,840882.0,61,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']","['ar (2)', 'uy (35)']","['Other', 'Rock', 'Other', 'Other']",Rock
2OHKEe204spO7G7NcbeO2o,Ñejo,3327372.0,68,"['latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']","['cl (3)', 'co (6)', 'do (1)', 'pa (1)', 'py (1)', 'pe (1)', 'es (1)', 'uy (1)']","['Hip-Hop', 'Other', 'Latin', 'Other', 'Other']",Hip-Hop
3y24n3XhZ96wgwRXjvS17T,Coolio,685545.0,68,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']","['gb (1)', 'ar (1)', 'au (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cy (1)', 'cz (1)', 'eg (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mx (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'no (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tr (1)', 'ua (1)', 'ae (1)']","['Other', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
3uJx5SnOM59Li7lCxA3b29,Lil Keed,832574.0,60,"['melodic rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']","['lv (1)', 'lt (1)', 'lu (1)', 'mt (1)']","['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
7i3eGEz3HNFnPOCdc7mqoq,Akano,104474.0,56,['otacore'],['hk (1)'],['Other'],Other
3ScY9CQxNLQei8Umvpx5g6,Fat Joe,1408217.0,67,"['bronx hip hop', 'dance pop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']","['us (2)', 'gb (1)', 'bg (1)', 'ca (4)', 'do (2)', 'de (1)', 'gr (1)', 'ie (1)', 'lv (1)', 'lu (1)', 'nz (1)', 'pt (1)', 'sk (1)', 'ch (1)']","['Hip-Hop', 'Pop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Pop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
0Suv0tRrNrUlRzAy8aXjma,Haddaway,270766.0,61,"['bubblegum dance', 'eurodance', 'europop', 'hip house']","['dk (1)', 'ec (1)', 'fi (2)', 'es (1)']","['Other', 'Other', 'Pop', 'Electronic']",Pop
0ixzjrK1wkN2zWBXt3VW3W,Yuuri,1300231.0,68,"['j-pop', 'japanese singer-songwriter', 'japanese teen pop']",['jp (13)'],"['Pop', 'Other', 'Pop']",Pop
0PFtn5NtBbbUNbU9EAmIWF,TOTO,2377859.0,72,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']","['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'de (1)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (1)', 'il (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pl (1)', 'sk (1)', 'za (1)', 'se (1)', 'ch (1)']","['Rock', 'Rock', 'Other', 'Rock', 'Rock', 'Rock']",Rock
0bMt8SJlp0gFRUufzifS05,K.I.Z,790310.0,66,['german hip hop'],"['at (4)', 'de (41)', 'tr (1)']",['Hip-Hop'],Hip-Hop
7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,3559233.0,68,"['basshall', 'francoton', 'pop urbaine']","['ar (1)', 'at (3)', 'be (25)', 'bo (2)', 'bg (1)', 'cl (2)', 'co (2)', 'cr (2)', 'cy (2)', 'do (1)', 'ec (2)', 'sv (2)', 'fr (42)', 'de (3)', 'gr (1)', 'gt (2)', 'hn (2)', 'hu (1)', 'in (1)', 'id (1)', 'il (1)', 'it (3)', 'lu (14)', 'my (1)', 'mt (1)', 'mx (1)', 'ma (7)', 'nl (7)', 'ni (2)', 'pa (2)', 'py (2)', 'pe (3)', 'ph (1)', 'pt (3)', 'ro (1)', 'sa (2)', 'sg (1)', 'sk (1)', 'es (2)', 'se (1)', 'ch (21)', 'th (1)', 'tr (1)', 'ae (1)', 'uy (1)', 'ad (1)']","['Other', 'Other', 'Other']",Other
0BqURncJM5B1BBu7UM51eq,Guaynaa,735871.0,68,"['perreo', 'reggaeton', 'reggaeton flow']","['ar (3)', 'bo (3)', 'cl (2)', 'co (3)', 'cr (2)', 'do (2)', 'ec (4)', 'sv (5)', 'gt (3)', 'hn (4)', 'mx (4)', 'ni (4)', 'pa (2)', 'py (2)', 'pe (3)', 'es (2)', 'uy (3)']","['Other', 'Latin', 'Other']",Latin
6C1X5Uh3DPIkC2gaVq00BL,Jala Brat,435612.0,60,"['balkan hip hop', 'turbo folk']","['at (13)', 'de (2)', 'gr (1)', 'lu (4)', 'ch (6)']","['Hip-Hop', 'Folk']",Hip-Hop
1EfwyuCzDQpCslZc8C9gkG,SDP,800919.0,67,"['german pop', 'german reggae']","['at (5)', 'de (15)', 'ch (2)']","['Pop', 'Reggae']",Pop
4ubEZ6sMsrrbQChueyouCC,Hivi!,1438258.0,62,['indonesian pop'],['id (11)'],['Pop'],Pop
06O23tLg0or676h8EEzH7W,Pastel Ghost,156492.0,63,['dark synthpop'],['sa (1)'],['Pop'],Pop
6Q192DXotxtaysaqNPy5yR,Amy Winehouse,8033796.0,74,"['british soul', 'indie r&b', 'neo soul']","['gb (1)', 'ar (3)', 'br (4)', 'cl (1)', 'cy (1)', 'cz (1)', 'ec (1)', 'fi (1)', 'gr (1)', 'is (1)', 'ie (1)', 'it (1)', 'lt (1)', 'my (1)', 'pl (2)', 'pt (1)', 'sg (1)', 'sk (1)', 'es (1)', 'ch (1)', 'tr (1)', 'uy (1)']","['R&B', 'R&B', 'R&B']",R&B
0Wi2fADbhwXlPUWxBmzo99,Szpaku,691302.0,64,['polish hip hop'],"['mt (9)', 'pl (55)']",['Hip-Hop'],Hip-Hop
5QQGdYIcd5A2PRcG42eNdQ,Rusina,42779.0,59,['polish hip hop'],['pl (3)'],['Hip-Hop'],Hip-Hop
5GpRyfJV04fcnHBDzfVb8V,Lleflight,11031.0,56,"['trap chileno', 'urbano chileno']",['cl (1)'],"['Other', 'Other']",Other
3IunaFjvNKj98JW89JYv9u,The Japanese House,541667.0,58,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern dream pop', 'vapor soul']","['pl (1)', 'sg (1)', 'ch (1)', 'tw (1)']","['Pop', 'Pop', 'Other', 'Other', 'Pop', 'R&B']",Pop
2YMMZXPBFWM9aFUL4fzRTn,Destripando la Historia,649171.0,56,"['latin viral rap', 'rap anime']","['bo (1)', 'ni (1)']","['Hip-Hop', 'Other']",Hip-Hop
2JwyRtuXf2l6sTnSnGVIa1,Farid Bang,816132.0,66,['german hip hop'],"['at (32)', 'fr (1)', 'de (47)', 'gr (1)', 'lu (15)', 'ma (1)', 'ch (35)']",['Hip-Hop'],Hip-Hop
44NX2ffIYHr6D4n7RaZF7A,Van Morrison,2588433.0,71,"['classic rock', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']","['us (1)', 'gb (1)', 'au (1)', 'be (1)', 'ca (2)', 'cz (1)', 'gr (1)', 'is (1)', 'ie (1)', 'lu (1)', 'my (1)', 'nl (1)', 'nz (1)', 'pl (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)']","['Rock', 'Rock', 'Other', 'Rock', 'Rock', 'Other', 'Rock']",Rock
4WoSAKuoaPxrbwp3Y1PvKb,Bozza,62113.0,57,"['german hip hop', 'german pop', 'german underground rap']","['at (8)', 'de (11)', 'lu (4)', 'ch (7)']","['Hip-Hop', 'Pop', 'Hip-Hop']",Hip-Hop
2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,2720846.0,77,"['bow pop', 'compositional ambient', 'neo-classical']","['be (1)', 'it (1)', 'nl (1)', 'es (1)']","['Pop', 'Other', 'Classical']",Pop
3YBJLs7RqR0aPGBgU27nDh,Werenoi,30834.0,62,"['french hip hop', 'pop urbaine', 'rap francais']",['fr (2)'],"['Hip-Hop', 'Other', 'Other']",Hip-Hop
6zZrFenNe3YPttxZsnQQs1,Akhil,2782371.0,64,"['desi hip hop', 'desi pop', 'punjabi pop']",['in (6)'],"['Hip-Hop', 'Pop', 'Pop']",Pop
3KNZ9AOjBajjmr6ZR2VGfl,Il Divo,760640.0,57,['operatic pop'],['ie (1)'],['Pop'],Pop
3vUMXQ9kPnZAQkMkZZ7Hfh,Tiakola,371024.0,73,"['french hip hop', 'pop urbaine']","['be (8)', 'fr (18)', 'lu (9)', 'ma (1)', 'ch (6)']","['Hip-Hop', 'Other']",Hip-Hop
5OBK3iQwjNQqElPmn4TgAE,Natan & Shander,7226.0,60,['reggaeton colombiano'],"['co (1)', 'ec (1)']",['Other'],Other
7mEIug7XUlQHikrFxjTWes,Neil Diamond,2109356.0,67,"['adult standards', 'brill building pop', 'classic rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']","['gb (1)', 'mt (1)', 'nz (1)']","['Other', 'Pop', 'Rock', 'Rock', 'Other', 'Other', 'Rock', 'Rock']",Rock
3egWSWp7Y4FyCKIyvXbw7L,Ghali,2880294.0,67,"['italian hip hop', 'italian pop', 'milan indie', 'rap tunisien']","['it (53)', 'ma (1)', 'ch (3)']","['Hip-Hop', 'Pop', 'Other', 'Other']",Hip-Hop
7dWYWUbO68rXJOcyA7SpJk,Fort Minor,555574.0,61,"['pop rap', 'rap rock']","['us (1)', 'at (1)', 'br (1)', 'cz (1)', 'gr (1)', 'pt (2)', 'ro (1)']","['Hip-Hop', 'Rock']",Hip-Hop
369T15zvlCiF4zAzdZNhQL,Arz,48284.0,59,"['chill drill', 'melodic drill']","['gb (1)', 'au (1)', 'ie (1)', 'nz (1)', 'se (1)']","['Hip-Hop', 'Hip-Hop']",Hip-Hop
0hmUwzWBrPHpGWGrYH05c3,Miyagi & Andy Panda,1422018.0,60,['russian hip hop'],"['cy (1)', 'cz (1)', 'ee (5)', 'hu (1)', 'lv (6)', 'ru (17)', 'sk (1)', 'ua (17)']",['Hip-Hop'],Hip-Hop
3f0X043zSojego7Qn4Yi6U,Ace Banzuelo,141688.0,61,"['opm', 'pinoy indie', 'pinoy r&b']","['ph (2)', 'ae (1)']","['Other', 'Other', 'R&B']",R&B
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,10899955.0,76,"['latin pop', 'mexican pop']","['us (5)', 'gb (3)', 'ar (11)', 'au (3)', 'at (4)', 'be (5)', 'bo (12)', 'br (5)', 'bg (6)', 'ca (4)', 'cl (12)', 'co (11)', 'cr (10)', 'cy (3)', 'cz (5)', 'dk (5)', 'do (8)', 'ec (13)', 'sv (9)', 'ee (6)', 'fi (6)', 'fr (3)', 'de (3)', 'gr (6)', 'gt (10)', 'hn (8)', 'hk (3)', 'hu (6)', 'is (4)', 'id (1)', 'ie (3)', 'il (1)', 'it (6)', 'lv (4)', 'lt (7)', 'lu (5)', 'my (4)', 'mt (6)', 'mx (10)', 'nl (8)', 'nz (1)', 'ni (5)', 'no (7)', 'pa (11)', 'py (9)', 'pe (13)', 'ph (2)', 'pl (6)', 'pt (6)', 'ro (1)', 'sg (4)', 'sk (6)', 'es (15)', 'se (5)', 'ch (5)', 'tw (4)', 'tr (4)', 'uy (11)', 'ad (2)']","['Pop', 'Pop']",Pop
4Ai0pGz6GhQavjzaRhPTvz,DIVINE,4435591.0,65,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",['in (21)'],"['Hip-Hop', 'Pop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
3nZ3ed6p4CKc1McTLypr6H,Marconi Union,206719.0,58,['ambient'],"['cr (1)', 'sv (1)', 'gt (1)', 'mx (1)']",['Other'],Other
6hfwwpXqZPRC9CsKI7qtv1,Alina Baraz,1166998.0,65,"['electropop', 'etherpop', 'pop', 'r&b']","['at (1)', 'de (1)', 'nl (1)', 'ch (1)']","['Pop', 'Pop', 'Pop', 'R&B']",Pop
0qT79UgT5tY4yudH9VfsdT,Sum 41,3359558.0,70,"['canadian pop punk', 'canadian punk', 'punk']",['hu (1)'],"['Rock', 'Rock', 'Rock']",Rock
5JJc8is4VzgOz8ZanDj18J,Arem Ozguc,73888.0,64,"['covertronica', 'turkish edm']",['tr (1)'],"['Other', 'Electronic']",Electronic
2ElMqlv5py0QFIVXUff627,KSLV Noh,216023.0,70,['drift phonk'],"['bg (2)', 'ee (2)', 'lv (1)', 'lt (2)', 'sa (2)', 'ua (2)']",['Other'],Other
7wTu5u7W3kc9Id5JAvSAFV,Viejas Locas,683641.0,58,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",['ar (1)'],"['Rock', 'Other', 'Rock', 'Other', 'Other']",Rock
3zhijRRIZX2B6G2T7vJl9p,Mijares,1695323.0,67,"['bolero', 'latin pop', 'mexican pop', 'ranchera', 'rock en espanol']",['ni (1)'],"['Other', 'Pop', 'Pop', 'Other', 'Other']",Pop
0XATRDCYuuGhk0oE7C0o5G,MAMAMOO,5797317.0,64,"['k-pop', 'k-pop girl group']","['bg (2)', 'hk (9)', 'id (3)', 'jp (2)', 'my (8)', 'ph (1)', 'sg (9)', 'kr (1)', 'tw (10)', 'th (3)', 'vn (5)']","['Pop', 'Other']",Pop
6QrQ7OrISRYIfS5mtacaw2,Jaymes Young,818554.0,71,"['modern rock', 'pop', 'uk pop']","['us (1)', 'gb (1)', 'au (1)', 'at (2)', 'be (2)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'in (1)', 'id (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (2)', 'my (1)', 'mx (1)', 'ma (1)', 'nl (2)', 'nz (1)', 'ni (1)', 'no (2)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'kr (1)', 'es (1)', 'se (2)', 'ch (2)', 'tw (2)', 'th (1)', 'tr (1)', 'ua (1)', 'ae (1)', 'vn (1)']","['Rock', 'Pop', 'Pop']",Pop
3KDhyMTFZlrfAO0zK18z4t,Mickey Singh,233299.0,57,"['desi pop', 'punjabi pop']",['in (1)'],"['Pop', 'Pop']",Pop
4PCeJ2EIn3YtzYYRsHHWyy,GRM Daily,779472.0,61,"['grime', 'uk hip hop']","['gb (5)', 'ie (1)']","['Hip-Hop', 'Hip-Hop']",Hip-Hop
1KP6TWI40m7p3QBTU6u2xo,BØRNS,1093578.0,67,"['modern rock', 'pop']","['us (1)', 'gb (1)', 'au (1)', 'at (2)', 'be (1)', 'bg (2)', 'ca (1)', 'cy (1)', 'cz (2)', 'dk (1)', 'ee (2)', 'fi (1)', 'gr (2)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (1)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (1)', 'mt (2)', 'nl (1)', 'nz (1)', 'no (1)', 'ph (1)', 'pl (2)', 'ro (1)', 'sg (1)', 'sk (2)', 'za (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)', 'ae (1)']","['Rock', 'Pop']",Rock
2TAqN8fwfaKauvviN4pOsv,JC Stewart,76736.0,59,"['australian pop', 'uk pop']","['at (1)', 'de (1)', 'nl (2)']","['Pop', 'Pop']",Pop
5VAyiDhBinVfc6RM5RKnLa,Sam C.S.,417177.0,59,['tamil pop'],['in (1)'],['Pop'],Pop
15qI5w4XJFLRMwOp2VrlD5,The Saturdays,723568.0,56,"['dance pop', 'europop', 'girl group', 'pop', 'post-teen pop', 'uk pop']","['gb (2)', 'ie (1)', 'nz (1)']","['Pop', 'Pop', 'Other', 'Pop', 'Pop', 'Pop']",Pop
027TpXKGwdXP7iwbjUSpV8,The Walters,402467.0,71,['chicago indie'],"['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'ec (1)', 'eg (1)', 'ee (1)', 'fi (1)', 'de (1)', 'gr (1)', 'hn (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (1)', 'pa (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'kr (1)', 'se (1)', 'ch (1)', 'th (1)', 'ae (1)', 'vn (1)']",['Other'],Other
6xrCU6zdcSTsG2hLrojpmI,José González,1022783.0,63,"['gothenburg indie', 'indie folk', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter']","['gb (1)', 'ar (1)', 'au (2)', 'at (2)', 'be (1)', 'ca (1)', 'cz (1)', 'ee (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (1)', 'my (1)', 'nl (1)', 'nz (2)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (2)', 'tr (1)']","['Other', 'Folk', 'Folk', 'Pop', 'Other']",Folk
4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,8312684.0,64,"['dance pop', 'pop', 'post-teen pop', 'uk pop']","['us (7)', 'gb (5)', 'ar (2)', 'au (6)', 'at (4)', 'be (5)', 'bo (4)', 'br (6)', 'bg (10)', 'ca (10)', 'cl (2)', 'co (3)', 'cr (2)', 'cy (2)', 'cz (11)', 'dk (7)', 'do (5)', 'ec (2)', 'sv (3)', 'ee (8)', 'fi (5)', 'fr (4)', 'de (4)', 'gr (10)', 'gt (3)', 'hn (4)', 'hk (9)', 'hu (9)', 'is (4)', 'id (4)', 'ie (6)', 'it (3)', 'lv (9)', 'lt (11)', 'lu (4)', 'my (8)', 'mt (9)', 'mx (4)', 'nl (3)', 'nz (8)', 'ni (1)', 'no (9)', 'pa (3)', 'py (2)', 'pe (3)', 'ph (9)', 'pl (8)', 'pt (6)', 'ro (1)', 'sg (10)', 'sk (9)', 'kr (2)', 'es (2)', 'se (8)', 'ch (8)', 'tw (11)', 'th (4)', 'tr (5)', 'uy (3)', 'vn (1)']","['Pop', 'Pop', 'Pop', 'Pop']",Pop
1nRbtbdYK51y71nVOxu332,Kerchak,53424.0,62,"['french hip hop', 'pop urbaine', 'rap francais']",['fr (1)'],"['Hip-Hop', 'Other', 'Other']",Hip-Hop
0GUkPki3DpCkvKDxIKpaI4,Los Lara,71603.0,60,[],"['sv (1)', 'gt (1)', 'hn (1)', 'mx (1)', 'ni (1)']",[],Other
3XxxEq6BREC57nCWXbQZ7o,Jamie Cullum,486715.0,57,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']","['gb (1)', 'hu (1)', 'ie (1)', 'lu (1)', 'nl (1)', 'pl (1)']","['Other', 'Jazz', 'Pop', 'Other', 'Jazz']",Jazz
5k979N1TnPncUyqlXlaRSv,The Longest Johns,179813.0,57,['shanty'],"['us (1)', 'gb (1)', 'ca (1)', 'is (1)', 'ie (1)', 'no (1)']",['Other'],Other
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,3024480.0,71,"['irish rock', 'pop rock']","['gb (2)', 'ar (1)', 'au (1)', 'be (1)', 'bo (1)', 'bg (2)', 'ca (1)', 'cl (2)', 'co (1)', 'cr (2)', 'cz (1)', 'ec (1)', 'fr (1)', 'gr (1)', 'is (1)', 'id (3)', 'ie (4)', 'it (1)', 'lu (1)', 'my (1)', 'mt (2)', 'mx (2)', 'nz (1)', 'ni (1)', 'py (1)', 'pe (1)', 'pl (1)', 'pt (1)', 'sk (1)', 'es (1)', 'ch (1)', 'tw (2)', 'tr (1)']","['Rock', 'Rock']",Rock
7lDVEkjIURPMyUYwoQRrpw,Ryan Hurd,201785.0,61,"['contemporary country', 'country', 'country pop', 'country road']","['us (1)', 'ca (1)']","['Country', 'Country', 'Pop', 'Other']",Country
37GUqxafAvAKGMZbXCUnmr,Mohombi,323787.0,59,['dance pop'],"['dk (1)', 'fi (1)', 'se (3)']",['Pop'],Pop
0B3N0ZINFWvizfa8bKiz4v,James TW,1159021.0,66,"['neo mellow', 'pop', 'pop rock', 'uk pop']","['gb (1)', 'au (1)', 'be (1)', 'dk (3)', 'ee (2)', 'fi (2)', 'fr (1)', 'hu (1)', 'ie (3)', 'it (1)', 'lv (2)', 'lt (5)', 'lu (1)', 'mt (1)', 'nl (1)', 'no (7)', 'sk (1)', 'se (6)', 'ch (1)', 'tw (1)', 'vn (1)']","['Other', 'Pop', 'Rock', 'Pop']",Pop
0WK3H9OErSn5zKOkOV5egm,DDG,793852.0,64,"['pop rap', 'rap', 'trap', 'viral rap']","['us (1)', 'bg (1)', 'ca (2)', 'cy (1)', 'gr (1)', 'hu (1)', 'is (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'no (1)', 'ro (1)', 'za (1)', 'ch (1)']","['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,5326006.0,74,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (13)', 'au (2)', 'bg (3)', 'ca (5)', 'cy (1)', 'cz (1)', 'ee (1)', 'fi (1)', 'gr (2)', 'hk (1)', 'hu (1)', 'is (3)', 'lv (5)', 'lt (1)', 'my (1)', 'nz (3)', 'no (2)', 'pl (2)', 'pt (1)', 'sg (1)', 'sk (2)', 'za (1)', 'ch (2)', 'tw (2)', 'tr (1)']","['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
0LKAV3zJ8a8AIGnyc5OvfB,SDM,168835.0,65,"['french hip hop', 'pop urbaine', 'rap francais']","['be (1)', 'fr (20)', 'lu (2)', 'ch (2)']","['Hip-Hop', 'Other', 'Other']",Hip-Hop
5gznATMVO85ZcLTkE9ULU7,Lenny Kravitz,2689778.0,68,"['permanent wave', 'pop rock', 'rock']","['at (1)', 'be (1)', 'ca (1)', 'fi (1)', 'fr (1)', 'de (1)', 'it (1)', 'nl (1)', 'pl (1)', 'ch (1)']","['Other', 'Rock', 'Rock']",Rock
50VoYemccTaftNfFqWtlXd,Superfruit,156700.0,58,[],['sa (1)'],[],Other
1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,464953.0,66,"['electropop', 'pop', 'pop rap']","['us (2)', 'be (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'ee (2)', 'gr (1)', 'hk (1)', 'hu (1)', 'ie (1)', 'il (1)', 'lv (1)', 'lt (2)', 'lu (1)', 'mt (2)', 'pt (1)', 'ro (1)', 'sg (1)', 'sk (1)', 'tw (1)']","['Pop', 'Pop', 'Hip-Hop']",Pop
1Y2FwScblyMxpLTrNdfwyU,Ahmet Kaya,4883620.0,63,['turkish folk'],['tr (3)'],['Folk'],Folk
2UMj7NCbuqy1yUZmiSYGjJ,MC Kevin o Chris,2893403.0,70,"['funk 150 bpm', 'funk carioca']","['br (19)', 'py (5)', 'pt (7)']","['Other', 'Other']",Other
2j2rh3oQh4QEUnNTDKYSJD,187 Strassenbande,1336183.0,61,"['german hip hop', 'hamburg hip hop']","['at (33)', 'de (35)', 'lu (27)', 'ch (29)']","['Hip-Hop', 'Hip-Hop']",Hip-Hop
0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,17493989.0,78,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']","['us (1)', 'gb (5)', 'ar (1)', 'be (2)', 'br (1)', 'bg (2)', 'ca (5)', 'cr (14)', 'cz (2)', 'ec (1)', 'fr (13)', 'gr (19)', 'hu (1)', 'ie (1)', 'it (20)', 'lt (3)', 'mt (1)', 'nl (4)', 'pl (16)', 'pt (22)', 'sk (1)', 'se (1)', 'ch (2)', 'tr (16)', 'ua (1)', 'uy (4)']","['Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock']",Rock
4exLIFE8sISLr28sqG1qNX,Travis Barker,388597.0,71,['rap rock'],['ca (1)'],['Rock'],Rock
